"codLinea","codLineaStr","codLineaStrSin","userCodLinea","nombreLinea","observaciones","cabeceraIda","cabeceraVuelta","avisoSinHorarioEs","avisoSinHorarioEn","tagsAccesibilidad","linea","sentido","orden","espera","fechaInicioDemanda","fechaFinDemanda","codParada","nombreParada","direccion","lon","lat","lineas"
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","1","","","","152","Av. de las Postas - Lorenza Correa","AV POSTAS S/N","-4.4222507","36.737835",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","2","","","","153","Emilio Díaz","CL EMILIO DÍAZ  31","-4.4235854","36.73573",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","3","","","","154","San Juan Bosco - Albéniz","CL SAN JUAN BOSCO Fte. 80","-4.422321","36.734028",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","4","","","","155","San Juan Bosco - Segalerva","CL SAN JUAN BOSCO 21","-4.4218493","36.732384",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","5","","","","1354","Eduardo Domínguez Ávila","CL EDUARDO DOMINGUEZ AVILA 7","-4.4214997","36.730183",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","6","","","","156","Plaza de Capuchinos","ALMD CAPUCHINOS 6","-4.4204803","36.72956",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","7","","","","157","Alameda de Capuchinos - El Ejido","ALMD CAPUCHINOS 38","-4.419164","36.73055",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","8","","","","158","Alameda de Capuchinos","ALMD CAPUCHINOS 78","-4.417219","36.73202",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","9","","","","159","Cristo de la Epidemia - Fuente Olletas","CL CRISTO DE LA EPIDEMIA 93","-4.4155602","36.732513",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","10","","","","160","Cristo de la Epidemia - Tejeros","CL CRISTO DE LA EPIDEMIA 49","-4.4147544","36.72929",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","11","","","","161","Plaza de la Victoria","PL VICTORIA 16","-4.4140153","36.72701",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","12","","","","170","Plaza de la Merced","PL MERCED Fte. 8","-4.416717","36.723293",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","13","","","","301","Paseo del Parque - Plaza del General Torrijos","PL GENERAL TORRIJOS 4","-4.4133034","36.72041",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","14","","","","164","Paseo del Parque","PSO PARQUE  3","-4.4162693","36.71953",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","15","","","","1803","Paseo del Parque - Plaza Marina","PSO DEL PARQUE 1","-4.418946","36.71878",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","16","","","","119","Alameda Principal - Norte","ALMD PRINCIPAL 10","-4.422057","36.717865",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","17","","","","305","Av. de Andalucía - Hacienda","AV ANDALUCIA S/N","-4.4267535","36.716938",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","18","","","","306","Cuarteles - Perchel","CL CUARTELES Fte. 1","-4.426784","36.71526",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","19","","","","307","Cuarteles - Eslava","CL CUARTELES 48","-4.429303","36.71278",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","20","","","","308","Héroe de Sostoa - Estación","CL HEROE DE SOSTOA 4","-4.4314823","36.711132",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","21","","","","309","Héroe de Sostoa - La Isla","CL HEROE DE SOSTOA 56","-4.434483","36.70874",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","22","","","","310","Héroe de Sostoa - Jardín de la Abadía","CL HEROE DE SOSTOA 100","-4.437131","36.70665",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","23","","","","312","Héroe de Sostoa - Obras Públicas","CL HEROE DE SOSTOA 134","-4.439438","36.70484",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","24","","","","1202","Av. Europa - Bda. Dos Hermanas","AV.EUROPA 36","-4.4466333","36.7024",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","25","","","","1203","Av. Europa - Bda. El Torcal","AV. EUROPA 52","-4.449624","36.70149",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","26","","","","1204","Av. Europa - San Andrés 1ª Fase","AV. EUROPA 64","-4.451877","36.70044",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","27","","","","1205","Av. Europa - Vistafranca","AV EUROPA 104","-4.4542956","36.699062",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","28","","","","1206","Av. Europa - La Luz","AV. EUROPA 110","-4.45557","36.69834",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","29","","","","1207","Av. Europa San Andrés - 2ª Fase","AV EUROPA 116","-4.45684","36.697647",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","30","","","","1209","Av. Europa - Cmno. Viejo de Churriana","AV EUROPA 124","-4.4584746","36.69678",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","1","31","","","","1211","Av. Europa -I.E.S. Santa Bárbara","AV. EUROPA 128","-4.4610763","36.69521",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","32","","","","172","Hermanos Lumière","CL HERMANOS LUMIERE 22","-4.463751","36.692966",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","33","","","","1261","Av. Europa - Santa Bárbara","AV EUROPA 151","-4.460172","36.695618",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","34","","","","1252","Av. Europa - Cmno. Viejo de Churriana","AV EUROPA 145","-4.4581833","36.69668",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","35","","","","1253","Av. Europa - San Andrés 2ª Fase","AV EUROPA 123","-4.4563174","36.697674",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","36","","","","1254","Av. Europa - Vistafranca","AV EUROPA 113","-4.454258","36.69883",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","37","","","","1255","Av. Europa - San Andrés 1ª Fase","AV EUROPA 93","-4.451703","36.700253",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","38","","","","1256","Av. Europa - Bda. El Torcal","AV EUROPA 75","-4.4487414","36.701595",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","39","","","","1519","Av. de la Paloma","AV PALOMA 41","-4.445263","36.702087",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","40","","","","357","Av. de la Paloma - Bda. Girón","AV PALOMA 23","-4.442686","36.70094",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","41","","","","1259","La Hoz - Mercado  de Huelin","CL LA HOZ 37","-4.4383025","36.7026",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","42","","","","360","Ayala - Jardín de la Abadía","CL AYALA 63","-4.4361143","36.705757",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","43","","","","361","Ayala - Iglesia","CL AYALA 47","-4.4344482","36.70729",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","44","","","","362","Ayala - Los Arcos","CL AYALA 11","-4.431534","36.709717",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","45","","","","368","Salitre - Jacinto Verdaguer","CL SALITRE 43","-4.4289823","36.711807",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","46","","","","364","Salitre - Pasillo del Matadero","CL SALITRE 9","-4.426588","36.71419",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","47","","","","253","Av. de la Aurora - Correos","AV AURORA 4","-4.42704","36.71586",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","48","","","","171","Alameda Principal - Sur","ALMD PRINCIPAL 3","-4.42142","36.717876",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","49","","","","116","Paseo del Parque - Plaza de la Marina","PSO ESPAÑA 2","-4.4190254","36.718536",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","50","","","","117","Paseo del Parque - Ayuntamiento","PSO PARQUE 6","-4.4155726","36.7195",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","51","","","","1201","Paseo del Parque - Plaza del General Torrijos","PSO ESPAÑA 6","-4.413638","36.720043",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","52","","","","103","Victoria - Plaza de la Merced","CL VICTORIA 12","-4.4164634","36.723415",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","53","","","","508","Victoria","CL VICTORIA 76","-4.4146047","36.725758",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","54","","","","104","Compás de la Victoria","CL COMPAS DE LA VICTORIA 6","-4.413547","36.7274",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","55","","","","105","Fernando el Católico","CL FERNANDO EL CATOLICO 2","-4.4137077","36.729034",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","56","","","","106","Cristo de la Epidemia","CL CRISTO DE LA EPIDEMIA 70","-4.415068","36.731037",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","57","","2016-11-28T23:00:00Z","2016-12-28T23:00:00Z","107","Plaza de Fuente Olletas","ALMD CAPUCHINOS 89","-4.416382","36.732986",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","58","","","","109","Alameda de Barceló - San Miguel","ALMD BARCELO 89","-4.418102","36.732",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","59","","","","110","Alameda de Barceló - Monserrat","ALMD BARCELO 35","-4.420457","36.731308",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","60","","","","111","San Juan Bosco - Segalerva","CL SAN JUAN BOSCO 30","-4.4217486","36.73255",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","61","","","","112","San Juan Bosco - Albeniz","CL SAN JUAN BOSCO 84","-4.4222836","36.734287",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","62","","","","113","San Juan Bosco - Guerrero Strachan","CL SAN JUAN BOSCO 118","-4.4225698","36.737026",""
"1.0","1","1","1","Parque del Sur - Alameda Principal - San Andrés","Elim¡nación parada 1210","Parque del Sur","San Andrés","","","","","2","63","","","","174","Florencia","CL FLORENCIA 3","-4.4210634","36.737507",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","1","","","","229","Atarazanas","CL ATARAZANAS 21","-4.4246693","36.717873",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","2","","","","202","Pasillo de Santa Isabel","PLLO SANTA ISABEL 15","-4.4250216","36.72018",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","3","","","","230","Puente de la Aurora","AV ROSALEDA 4","-4.425257","36.7223",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","4","","","","205","Huerto de los Claveles","CL. HUERTO DE LOS CLAVELES 2","-4.425604","36.727066",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","5","","","","206","Jorge Silvela - Cruz Roja","AV. JORGE SILVELA 14","-4.4250317","36.732082",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","6","","","","207","Av. Jorge Silvela - Fernando Loring","AV JORGE SILVELA 72","-4.4247518","36.735397",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","7","","","","208","Av. Ramón y Cajal - Cristo Rey","AV SANTIAGO RAMON Y CAJAL 18","-4.4241014","36.738297",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","8","","","","209","Av. Ramón Y Cajal - Bda. del Carmen","AV SANTIAGO RAMON Y CAJAL 82","-4.4232445","36.741043",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","9","","","","210","Av. Ramón y Cajal - Bda. Sgda. Familia","AV SANTIAGO RAMON Y CAJAL 94","-4.422925","36.74324",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","10","","","","211","Av. Ramón y Cajal - Mercado","AV SANTIAGO RAMON Y CAJAL 140","-4.4225507","36.745785",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","11","","","","212","Av. Jacinto Benavente","AV JACINTO BENAVENTE 6","-4.4235425","36.74897",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","1","12","","","","214","Arroyo del Sastre - Limonero","AV JACINTO BENAVENTE 36","-4.4258966","36.753784",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","13","","","","251","San José","PJE HOSPITALARIO 3","-4.4255757","36.755424",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","14","","","","252","Cmno. de Casabermeja","CMNO CASABERMEJA 9","-4.424183","36.75296",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","15","","","","264","Cmno. Casabermeja - Polideportivo","CMNO CASABERMEJA Fte 22","-4.422961","36.750862",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","16","","","","263","Av. Jacinto Benavente","AV JACINTO BENAVENTE 5","-4.4237776","36.74889",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","17","","","","254","Av. Ramón y Cajal - Mercado","AV SANTIAGO RAMON Y CAJAL 22","-4.4227376","36.745804",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","18","","","","255","Av. Ramón y Cajal - Bda. Sgda. Familia","AV SANTIAGO RAMON Y CAJAL 41","-4.423113","36.74333",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","19","","","","256","Av. Ramón y Cajal - Bda. Del Carmen","AV SANTIAGO RAMON Y CAJAL 21","-4.4234753","36.740932",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","20","","","","257","Av. Ramón y Cajal - Cristo Rey","AV SANTIAGO RAMON Y CAJAL 3","-4.424136","36.738686",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","21","","","","258","Av. Jorge Silvela","AV JORGE SILVELA 62","-4.425061","36.73516",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","22","","","","259","Paseo de Martiricos","PSO MARTIRICOS S/N","-4.427085","36.729572",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","23","","","","260","Av. de Fátima","AV. FÁTIMA 21","-4.426643","36.72561",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","24","","","","261","Av. de Fátima - Trinidad","AV FATIMA 3","-4.4261913","36.72329",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","25","","","","960","Mármoles","CL MARMOLES 18","-4.4274178","36.721706",""
"2.0","2","2","2","Alameda Principal - Ciudad Jardín","Apertura de Calle Prinm","Alameda Principal","Ciudad Jardín","","","","","2","26","","","","961","Armengual de la Mota","CL ARMENGUAL DE LA MOTA 25","-4.429304","36.71998",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","1","","","","351","Puerta Blanca - Gregorio Diego","AV GREGORIO DIEGO 9","-4.4532385","36.691048",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","2","","","","352","Av. de Gregorio Diego","AV GREGORIO DIEGO 1","-4.45487","36.69185",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","3","","","","353","Av. de Velázquez - Los Guindos","AV. VELAZQUEZ 79","-4.4528813","36.694046",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","4","","","","354","Av. de Velázquez - Bda. La Paz","AV VELAZQUEZ  61","-4.450407","36.695988",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","5","","","","355","Av. de Velázquez - Vistafranca","AV. VELAZQUEZ 37","-4.4477587","36.69807",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","6","","","","356","Av. de Velázquez - El Torcal","AV VELAZQUEZ 7","-4.445117","36.700157",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","7","","","","357","Av. de la Paloma - Bda. Girón","AV PALOMA 23","-4.442686","36.70094",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","8","","","","1259","La Hoz - Mercado  de Huelin","CL LA HOZ 37","-4.4383025","36.7026",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","9","","","","360","Ayala - Jardín de la Abadía","CL AYALA 63","-4.4361143","36.705757",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","10","","","","361","Ayala - Iglesia","CL AYALA 47","-4.4344482","36.70729",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","11","","","","362","Ayala - Los Arcos","CL AYALA 11","-4.431534","36.709717",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","12","","","","368","Salitre - Jacinto Verdaguer","CL SALITRE 43","-4.4289823","36.711807",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","13","","","","364","Salitre - Pasillo del Matadero","CL SALITRE 9","-4.426588","36.71419",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","14","","","","253","Av. de la Aurora - Correos","AV AURORA 4","-4.42704","36.71586",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","15","","","","322","Alameda Principal - Sur","ALMD PRINCIPAL 7","-4.4217043","36.717796",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","16","","","","1122","Paseo del Parque - Plaza de la Marina","PSO ESPAÑA 2","-4.419235","36.71848",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","17","","","","1123","Paseo del Parque - Ayuntamiento","PSO PARQUE 6","-4.4149218","36.71969",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","18","","","","1103","Paseo de Reding - Plaza de Toros","PSO REDING 10","-4.410435","36.720894",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","19","","","","1104","Paseo de Reding - Keromnes","PSO REDING 26","-4.4076843","36.720882",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","20","","","","1105","Paseo de Sancha - La Caleta","PSO SANCHA 18","-4.4029794","36.7215",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","21","","","","1106","Paseo de Sancha - Monte Sancha","PSO SANCHA 42","-4.400857","36.721977",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","22","","","","1107","Av. Pintor J. Sorolla - El Limonar","PSO SANCHA 64","-4.397927","36.722946",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","23","","","","1108","Av. Pintor J. Sorolla - Miramar","AV PINTOR JOAQUIN SOROLLA 8","-4.3963275","36.7234",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","24","","","","1109","Av. Pintor J. Sorolla - Bellavista","AV PINTOR JOAQUIN SOROLLA 34","-4.3941636","36.7235",""
"3.0","3","3","3","Puerta Blanca - Alameda Principal - El Palo (Olias)","Nueva Parada Av. Andalucía-Hacienda","Puerta Blanca","El Palo (Olias)","","","","","1","25","","","","1110","Av. Pintor J. Sorolla - El Morlaco","AV PINTOR JOAQUIN SOROLLA 87","-4.3888707","36.722538",""
