"codLinea","codLineaStr","codLineaStrSin","userCodLinea","nombreLinea","observaciones","cabeceraIda","cabeceraVuelta","avisoSinHorarioEs","avisoSinHorarioEn","tagsAccesibilidad","linea","sentido","orden","espera","fechaInicioDemanda","fechaFinDemanda","codParada","nombreParada","direccion","lon","lat","lineas"
"43.0","43","43","N3","Pso. del Parque - Ortega y Gasset -Campanillas  (Nocturno 3)","Apertura parada 416 (ECI)","Paseo del Parque","Maqueda","Horarios especiales, consultar http://info.emtmalaga.es/emtmalaga/app/Nocturno%203.pdf gracias por su atención","Horarios especiales, consultar http://info.emtmalaga.es/emtmalaga/app/Nocturno%203.pdf gracias por su atención","","","2","78","","","","367","Paseo del Parque","PSO PARQUE 6","-4.416063","36.719364",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","1","","","","1171","Paseo del Parque -  Ayuntamiento","PSO PARQUE 4","-4.414094","36.720146",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","2","","","","1172","Paseo del Parque ","PSO PARQUE 3","-4.416673","36.719418",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","3","","","","1173","Paseo del Parque - Plaza de la Marina","PSO PARQUE 1","-4.4193316","36.718678",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","4","","","","2168","Alameda Principal - Norte","ALMD PRINCIPAL 28","-4.4241133","36.7173",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","5","","","","1402","Av. de Andalucía - Rotonda","AV ANDALUCIA 10","-4.4304585","36.717037",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","6","","","","1403","Av. de Andalucía - Jardines Picasso","AV ANDALUCIA 20","-4.433363","36.717247",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","7","","","","1404","Av. de Andalucía - Puente de las Américas","AV ANDALUCIA 34","-4.438052","36.71714",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","8","","","","1405","Av. de Andalucía - Centro de Salud","AV ANDALUCIA 48","-4.441182","36.716503",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","9","","","","1409","Virgen de la Cabeza","CL VIRGEN DE LA CABEZA 13","-4.448714","36.717823",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","10","","","","1410","Cómpeta","CL COMPETA 6","-4.450264","36.719246",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","11","","","","1412","Cómpeta - Plaza de J. Bergamín","CL COMPETA 26","-4.453209","36.7195",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","12","","","","1814","Av. Jorge Luis Borges - Orson Welles","AV JORGE LUIS BORGES 12","-4.4626107","36.720154",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","13","","","","423","Gregorio Prieto - Pasteur","AV GREGORIO PRIETO 6","-4.4638724","36.71718",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","14","","","","476","Gregorio Prieto - Franz Kafka","AV GEGRORIO PRIETO 8","-4.46363","36.716038",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","15","","","","473","Gregorio Prieto - Ciudad de la Justicia","AV GREGORIO PRIETO 12","-4.463148","36.713665",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","16","","","","4406","Pierrot - Cortijo Alto","CL PIERROT 4","-4.462718","36.711994",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","17","","","","4407","Av. Jorge Luis Borges - José Ribera","AV JORGE LUIS BORGES 32","-4.471151","36.720592",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","18","","","","853","Av. Plutarco - Antígona","AVDA PUTARCO 69","-4.476736","36.721382",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","19","","","","854","Av. Plutarco - Parménides","AVDA. PLUTARCO 61","-4.478842","36.721653",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","20","","","","6252","Aristofanes","CL ARISTOFANES 7","-4.482423","36.721992",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","21","","","","2358","Navarro Ledesma - El Cónsul","CL NAVARRO LEDESMA 251","-4.483072","36.7238",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","22","","","","2359","Navarro Ledesma - Altamira","CL NAVARRO LEDESMA 241","-4.4792976","36.72433",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","23","","","","2362","Navarro Ledesma - Torre Atalaya","CL NAVARRO LEDESMA 229","-4.475584","36.724113",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","24","","","","2360","Navarro Ledesma - La Palma","CL NAVARRO LEDESMA 221","-4.4725313","36.724274",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","25","","","","2363","Frances Bosca","CL JUAN FRANCES BOSCA  37","-4.4688854","36.726486",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","26","","","","2361","Tamayo y Baus","CL TAMAYO Y BAUS Fte. 37","-4.466914","36.72781",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","27","","","","2103","Av. Lope de Vega - El Atabal","AV. LOPE DE VEGA 10","-4.4689665","36.731136",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","28","","","","2104","Av. Lope de Vega - Los Ramos","AV. LOPE DE VEGA 28","-4.4737105","36.73267",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","29","","","","2117","Av. Lope de Vega - Rosa Garcia","AV. LOPE DE VEGA DE ","-4.475309","36.732983",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","30","","","","2105","Lope de Rueda - Tomillar","CL LOPE DE RUEDA 50","-4.4782476","36.734734",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","31","","","","2106","Lope de Rueda - Patronato Vivienda","CL LOPE DE RUEDA 78","-4.479193","36.736176",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","32","","","","2107","Lope de Rueda - Tomillares","CL LOPE DE RUEDA 102","-4.480443","36.738014",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","33","","","","2108","Lope de Rueda - Correos","CL LOPE DE RUEDA 144","-4.4819255","36.739857",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","34","","","","2109","Lope de Rueda - Los Morales","CL LOPE DE RUEDA 188","-4.484907","36.740044",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","1","35","","","","2110","Lope de Rueda - Sta. Isabel","CL LOPE DE RUEDA 224","-4.488064","36.74181",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","36","","","","2156","Lope de Rueda - Las Morillas","CL LOPE DE RUEDA 153","-4.4889884","36.74257",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","37","","","","2157","Lope de Rueda - Sta. Isabel","CL LOPE DE RUEDA 147","-4.4876404","36.74112",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","38","","","","2158","Lope de Rueda - Los Morales","CL LOPE DE RUEDA 113","-4.484508","36.73993",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","39","","","","2159","Lope de Rueda - Correos","CL LOPE DE RUEDA 73","-4.481318","36.738968",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","40","","","","2160","Lope de Rueda - Tomillares","CL LOPE DE RUEDA 53","-4.4801545","36.737392",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","41","","","","2161","Lope de Rueda - Patronato Vivienda","CL LOPE DE RUEDA 37","-4.4792423","36.736042",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","42","","","","2162","Lope de Rueda - El Tomillar","CL LOPE DE RUEDA 23","-4.4783854","36.73473",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","43","","","","2167","Av. Lope de Vega - Rosa Garcia","AV. LOPE DE VEGA DE 40","-4.4753423","36.73282",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","44","","","","2163","Av. Lope de Vega - Los Ramos","AV LOPE DE VEGA DE 28","-4.473585","36.732494",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","45","","","","2164","Av. Lope de Vega - El Atabal","AV LOPE DE VEGA DE 25","-4.4689345","36.730915",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","46","","","","2302","Tamayo y Baus - El Atabal","CL TAMAYO Y BAUS 45","-4.4672847","36.72936",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","47","","","","2303","Tamayo y Baus","CL TAMAYO Y BAUS 39","-4.467129","36.72783",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","48","","","","813","Navarro Ledesma - Colonia Sta. Inés","CL NAVARRO LEDESMA 78","-4.466965","36.725105",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","49","","","","814","Navarro Ledesma - Ciudad Sta. Inés","CL NAVARRO LEDESMA 140","-4.470103","36.724712",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","50","","","","2304","Navarro Ledesma - La Palma","CL NAVARRO LEDESMA  142","-4.4725437","36.724426",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","51","","","","2313","Navarro Ledesma - Torre Atalaya","CL NAVARRO LEDESMA 156","-4.476788","36.72442",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","52","","","","2305","Navarro Ledesma - Altamira","CL NAVARRO LEDESMA 168","-4.480513","36.72448",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","53","","","","2306","Navarro Ledesma - El Cónsul","CL NAVARRO LEDESMA 178","-4.4832664","36.723907",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","54","","","","6202","Aristófanes","CL ARISTOFANES 6","-4.482612","36.721924",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","55","","","","564","Av. Plutarco - Parménides","AV. PLUTARCO 18","-4.479225","36.72136",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","56","","","","4445","Av. Plutarco - Eolo","AV PLUTARCO 28","-4.4754567","36.720898",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","57","","","","4455","Av. Jorge Luis Borges - José Ribera","AV JORGE LUIS BORGES 65","-4.471178","36.720356",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","58","","","","4454","Pierrot - Cortijo Alto","CL PIERROT 4","-4.462718","36.711994",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","59","","","","420","Gregorio Prieto - Ciudad de la Justicia","AV GREGORIO PRIETO 29","-4.4627624","36.71352",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","60","","","","2207","Gregorio Prieto - Franz Kafka","AV GREGPRIO PRIETO 21","-4.4633465","36.71615",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","61","","","","4452","Av. Jorge Luis Borges - Gregorio Prieto","AV. JORGE LUIS BORGES 23","-4.463143","36.719845",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","62","","","","1419","Plaza de Sandro Botticelli","PL SANDRO BOTTICELLI 2","-4.460218","36.719482",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","63","","","","1466","Cómpeta - Plaza de J. Bergamín","CL COMPETA 31","-4.453588","36.71926",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","64","","","","1454","Cómpeta - C. P. Antonio Machado","CL COMPETA 11","-4.4512672","36.71909",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","65","","","","1455","Av. Herrera Oria - Polideportivo","AV HERRERA ORIA 57","-4.4472814","36.718773",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","66","","","","1457","Virgen de la Esperanza - Mercado","CL VIRGEN DE LA ESPERANZA 14","-4.4460435","36.71719",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","67","","","","1460","Av. de Andalucía - Centro de Salud","AV ANDALUCIA 31","-4.441017","36.71626",""
"44.0","44","44","N4","Paseo del Parque - Teatinos - Pto. de la Torre (Nocturno 4)","Eliminacion Plaza Marina- Traslado Cabecera Parque","Paseo del Parque","Puerto de la Torre","","","n4,n 4,ene4,ene 4,nocturno4,nocturno 4,nocturna4,nocturna 4,night4,night 4","","2","68","","","","1461","Av. de Andalucía - Puente de las Américas","AV ANDALUCIA 25","-4.438692","36.716652",""
